NO;시군구;번지;본번;부번;단지명;전용면적(㎡);계약년월;계약일;거래금액(만원);동;층;매수자;매도자;건축년도;도로명;해제사유발생일;거래유형;중개사소재지;등기일자;주택유형
27107;서울특별시 마포구 아현동;777;0777;0000;마포래미안푸르지오4단지;59.9656;202504;22;175,000;407;6;개인;개인;2014;마포대로 195;-;중개거래;서울 마포구;25.06.27;아파트
27108;서울특별시 강서구 화곡동;1145;1145;0000;우장산롯데캐슬;177.8600;202504;22;137,000;204;4;개인;개인;2003;공항대로 382;-;중개거래;서울 강서구;25.05.19;아파트
27109;서울특별시 강서구 화곡동;1148;1148;0000;우장산롯데;117.2400;202504;22;89,000;101;6;개인;개인;2004;우장산로 92;-;중개거래;서울 강서구;25.06.30;아파트
27110;서울특별시 강서구 화곡동;899-4;0899;0004;동양하우징(899-4);28.1800;202504;22;25,500;1;8;개인;개인;2017;곰달래로24길 12;-;중개거래;서울 강서구;25.06.30;아파트
27111;서울특별시 노원구 중계동;512;0512;0000;중계무지개;39.9600;202504;22;41,000;207;11;개인;개인;1991;동일로208길 20;-;중개거래;서울 노원구;25.06.30;아파트
27112;서울특별시 노원구 월계동;944;0944;0000;풍림아이원;59.1490;202504;22;69,000;103;10;개인;개인;2005;화랑로47길 38;-;중개거래;서울 성동구;25.06.16;아파트
27113;서울특별시 노원구 월계동;13;0013;0000;미성;33.2800;202504;22;57,000;-;5;개인;개인;1986;마들로 59;-;직거래;-;-;아파트
27114;서울특별시 노원구 월계동;12;0012;0000;삼호4;50.1800;202504;22;56,000;38;2;개인;개인;1987;마들로 127;-;중개거래;서울 노원구;25.07.21;아파트
27115;서울특별시 노원구 월계동;929;0929;0000;현대;59.9500;202504;22;64,900;107;4;개인;개인;2000;석계로 49;-;중개거래;서울 노원구;25.05.30;아파트
27116;서울특별시 노원구 상계동;666;0666;0000;상계주공10(고층);58.0100;202504;22;58,000;1003;4;개인;개인;1988;노원로 564;-;중개거래;서울 노원구;25.06.13;아파트
27117;서울특별시 성북구 길음동;1281;1281;0000;길음뉴타운4단지(e편한세상);84.6400;202504;22;97,500;419;7;개인;개인;2005;길음로 118;-;중개거래;서울 성북구;25.07.30;아파트
27118;서울특별시 은평구 불광동;248;0248;0000;라이프미성;66.7000;202504;22;70,000;3;13;개인;개인;1988;통일로 780;-;중개거래;서울 은평구;25.07.11;아파트
27119;서울특별시 노원구 중계동;361-1;0361;0001;롯데우성;101.8800;202504;22;110,000;106;2;개인;개인;1993;노원로22길 34;-;중개거래;서울 노원구;25.07.01;아파트
27120;서울특별시 노원구 중계동;369;0369;0000;주공2;44.5200;202504;22;35,500;208;8;개인;개인;1992;한글비석로14길 8;-;중개거래;서울 노원구;25.06.02;아파트
27121;서울특별시 노원구 중계동;578;0578;0000;현대2(4차);84.6900;202504;22;56,800;115;7;개인;개인;1993;중계로8길 103;-;중개거래;서울 노원구;25.04.30;아파트
27122;서울특별시 노원구 중계동;598;0598;0000;한화꿈에그린;125.0270;202504;22;97,000;106;3;개인;개인;2005;중계로8길 29;-;직거래;-;25.04.23;아파트
27123;서울특별시 성북구 하월곡동;229;0229;0000;길음서희스타힐스;67.4400;202504;22;68,000;-;13;개인;개인;2011;동소문로 284;-;중개거래;서울 강북구;-;아파트
27124;서울특별시 중랑구 신내동;397;0397;0000;동성1;65.5600;202504;22;50,800;1;13;개인;개인;1993;신내로 128;-;중개거래;서울 강동구, 서울 중랑구;25.07.18;아파트
27125;서울특별시 중랑구 신내동;397;0397;0000;동성1;65.5600;202504;22;50,800;-;13;개인;개인;1993;신내로 128;20250428;중개거래;서울 강동구, 서울 중랑구;-;아파트
27126;서울특별시 성북구 길음동;1284;1284;0000;길음뉴타운8단지(래미안);59.9900;202504;22;96,000;811;21;개인;개인;2010;길음로 33;-;중개거래;서울 성북구;25.07.24;아파트
27127;서울특별시 노원구 하계동;274;0274;0000;청솔(시영7);59.2200;202504;22;55,000;707;10;개인;개인;1989;공릉로59길 25;-;중개거래;서울 노원구;25.07.04;아파트
27128;서울특별시 강북구 수유동;45-93;0045;0093;대성월드빌;30.8000;202504;22;8,500;-;3;개인;개인;2002;도봉로81길 24-1;-;직거래;-;25.05.07;아파트
27129;서울특별시 노원구 상계동;1282;1282;0000;상계2차중앙하이츠;84.6000;202504;22;81,000;209;20;개인;개인;1998;노원로 428;-;중개거래;서울 노원구;25.07.02;아파트
27130;서울특별시 노원구 상계동;1282;1282;0000;상계2차중앙하이츠;59.8200;202504;22;57,900;202;9;개인;개인;1998;노원로 428;-;중개거래;서울 노원구;25.06.30;아파트
27131;서울특별시 성북구 길음동;1284;1284;0000;길음뉴타운8단지(래미안);84.8200;202504;22;110,000;803;13;개인;개인;2010;길음로 33;-;중개거래;서울 성북구;25.06.13;아파트
27132;서울특별시 도봉구 창동;30;0030;0000;창동주공18단지;45.5500;202504;22;45,600;-;4;개인;개인;1988;노해로70길 119;-;중개거래;서울 도봉구;-;아파트
27133;서울특별시 노원구 하계동;273;0273;0000;장미(시영6);39.7800;202504;22;40,000;606;1;개인;개인;1989;섬밭로 196;-;중개거래;서울 노원구;25.06.13;아파트
27134;서울특별시 도봉구 방학동;507;0507;0000;우성아파트1;84.6900;202504;22;45,900;102;5;개인;개인;1992;해등로 286-5;-;중개거래;서울 도봉구;25.07.30;아파트
27135;서울특별시 강북구 미아동;811;0811;0000;두산위브트레지움;59.8200;202504;22;71,500;214;11;개인;개인;2011;삼양로27길 95;-;중개거래;서울 강북구;25.07.16;아파트
27136;서울특별시 성북구 보문동1가;228;0228;0000;보문리슈빌하우트;84.9055;202504;22;143,800;-;7;개인;개인;2022;보문로26길 18;-;중개거래;서울 성북구;-;아파트
27137;서울특별시 성북구 종암동;133;0133;0000;래미안세레니티;59.9700;202504;22;87,000;202;4;개인;개인;2009;종암로23길 35;-;중개거래;서울 성북구;25.06.27;아파트
27138;서울특별시 은평구 구산동;224;0224;0000;경남아너스빌;60.2600;202504;22;49,000;102;9;개인;개인;2004;갈현로11길 46;-;중개거래;서울 은평구;25.06.17;아파트
27139;서울특별시 성북구 상월곡동;101;0101;0000;동아에코빌;59.9500;202504;22;64,000;-;14;개인;개인;2003;장월로1길 28;20250515;중개거래;서울 성동구, 서울 성북구;-;아파트
27140;서울특별시 노원구 상계동;173-1;0173;0001;벽산;84.8900;202504;22;65,000;104;7;개인;개인;1989;한글비석로 396;-;중개거래;서울 노원구;25.05.08;아파트
27141;서울특별시 도봉구 방학동;271-1;0271;0001;신동아아파트1;70.6200;202504;22;44,000;11;11;개인;개인;1987;방학로 193;-;중개거래;서울 도봉구;25.07.23;아파트
27142;서울특별시 강북구 미아동;1369;1369;0000;꿈의숲해링턴플레이스;84.8800;202504;22;84,000;101;10;개인;개인;2019;오현로 45;-;중개거래;서울 강북구;25.05.14;아파트
27143;서울특별시 노원구 상계동;647;0647;0000;상계주공12(고층);58.0100;202504;21;55,500;1211;9;개인;개인;1988;한글비석로 530;-;중개거래;서울 노원구;25.08.05;아파트
27144;서울특별시 성북구 동소문동7가;120;0120;0000;브라운스톤동선;84.9600;202504;21;92,000;102;4;개인;개인;2010;아리랑로5길 25;-;중개거래;서울 성북구;25.07.31;아파트
27145;서울특별시 도봉구 방학동;689;0689;0000;동부센트레빌아파트;84.9830;202504;21;65,900;103;11;개인;개인;2005;방학로 120;-;중개거래;서울 도봉구;25.05.16;아파트
27146;서울특별시 도봉구 방학동;720-1;0720;0001;대상타운현대아파트;84.7800;202504;21;79,400;202;11;개인;개인;2001;마들로 616;-;중개거래;서울 도봉구;25.06.04;아파트
27147;서울특별시 도봉구 도봉동;30-1;0030;0001;한신;84.9400;202504;21;56,500;102;2;개인;개인;1995;마들로 859-19;-;중개거래;서울 도봉구;25.06.09;아파트
27148;서울특별시 은평구 녹번동;276;0276;0000;대림아파트(276);133.8700;202504;21;91,000;2;19;개인;개인;1993;통일로 590;-;중개거래;서울 은평구;25.06.27;아파트
27149;서울특별시 성북구 석관동;10;0010;0000;두산;84.9000;202504;21;83,000;109;12;개인;개인;1998;화랑로48길 16;-;중개거래;서울 노원구;25.07.18;아파트
